item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,location_num,x,y,R,F,Monthly_Valuation,M,RFM_ID,Inventory_Tier,Z,ROP
ITM10318,Apparel,207,89,7,9,3.78,0.85,0.57,L7,D,145,2.53,122.81,1.15,7,0.89,425,3.46,0.53,2024-10-31,153.14,0.475,7,86.0,41.0,4,1,60411.0,3,413,Tier 4 (Low Priority),1.28,35.0
ITM10319,Groceries,365,47,3,7,28.63,6.17,0.84,L84,B,13,1.35,31.98,0.69,4,0.81,134,14.06,0.88,2024-11-11,212.5,0.776,84,45.0,16.0,4,4,12021.72,1,441,Tier 3 (High Volume),1.65,211.0
ITM10320,Apparel,249,86,5,6,11.32,4.2,0.37,L70,C,178,3.13,69.44,1.82,0,0.82,256,2.08,0.28,2024-04-10,109.27,0.466,70,65.0,5.0,2,1,32173.32,2,212,Tier 4 (Low Priority),1.28,73.0
ITM10321,Apparel,340,96,7,2,47.49,8.95,0.83,L2,C,69,1.38,100.35,1.61,8,0.71,396,9.55,0.8,2024-08-22,261.97,0.508,2,69.0,35.0,3,3,56707.08,3,333,Tier 1 (Critical),2.33,116.0
ITM10322,Apparel,359,63,9,2,17.44,3.37,0.48,L12,A,63,4.12,138.66,1.44,7,0.88,714,14.66,0.57,2024-02-24,255.39,0.601,12,21.0,36.0,1,4,117453.71999999999,4,144,Tier 1 (Critical),2.33,43.0
ITM10323,Electronics,138,31,5,5,16.94,4.6,0.19,L97,D,159,1.88,70.86,1.22,0,0.74,210,11.19,0.92,2024-03-10,205.54,0.759,97,87.0,15.0,1,3,20326.199999999997,1,131,Tier 4 (Low Priority),1.28,91.0
ITM10324,Electronics,175,25,8,6,46.25,5.52,0.98,L31,C,87,1.92,169.66,1.94,2,0.76,499,10.48,0.48,2024-06-04,165.71,0.554,31,65.0,40.0,2,3,95803.42,4,234,Tier 1 (Critical),2.33,290.0
ITM10325,Electronics,291,37,7,3,21.45,3.09,0.56,L22,A,28,4.41,80.64,0.67,2,0.92,165,14.96,0.76,2024-01-04,295.22,0.828,22,27.0,54.0,1,4,19882.35,1,141,Tier 3 (High Volume),1.65,69.0
ITM10326,Groceries,194,44,3,5,48.18,9.13,0.67,L53,B,108,3.02,18.14,0.64,4,0.79,411,12.09,0.79,2024-07-21,213.69,0.733,53,40.0,23.0,3,4,12421.56,1,341,Tier 3 (High Volume),1.65,256.0
ITM10327,Automotive,484,69,12,7,2.18,4.91,0.7,L63,C,77,4.49,160.86,0.56,6,0.75,300,14.58,0.36,2024-06-19,196.54,0.64,63,64.0,21.0,2,4,57736.20000000001,3,243,Tier 1 (Critical),2.33,27.0
ITM10328,Apparel,123,54,8,6,16.01,4.53,0.43,L62,C,42,2.36,132.4,1.51,0,0.87,961,10.78,0.33,2024-11-13,264.28,0.633,62,68.0,6.0,4,3,135076.26,4,434,Tier 1 (Critical),2.33,107.0
ITM10329,Apparel,111,55,10,2,33.64,8.57,0.77,L28,A,159,2.05,162.37,1.61,0,0.76,232,10.32,0.27,2024-07-13,170.95,0.583,28,22.0,42.0,3,3,43506.740000000005,2,332,Tier 4 (Low Priority),1.28,78.0
ITM10330,Groceries,205,81,3,3,44.65,3.46,0.88,L52,A,148,2.78,76.29,1.23,9,0.78,725,11.68,0.76,2024-06-17,80.45,0.561,52,28.0,17.0,2,3,64890.25000000001,3,233,Tier 1 (Critical),2.33,142.0
ITM10331,Apparel,479,64,4,9,13.56,8.27,0.45,L8,D,25,0.78,13.35,1.34,5,0.89,377,3.64,0.64,2024-08-13,49.95,0.521,8,82.0,46.0,3,1,24582.809999999998,1,311,Tier 4 (Low Priority),1.28,133.0
ITM10332,Electronics,302,95,6,5,46.59,1.66,0.69,L22,D,136,1.19,24.01,0.76,4,0.92,641,12.28,0.27,2024-06-20,146.6,0.646,22,84.0,39.0,2,4,23038.800000000003,1,241,Tier 3 (High Volume),1.65,236.0
ITM10333,Automotive,200,94,14,3,30.11,2.24,0.78,L49,D,102,1.49,31.24,0.18,2,0.92,56,14.58,0.45,2024-08-08,159.54,0.81,49,84.0,35.0,3,4,2912.88,1,341,Tier 3 (High Volume),1.65,94.0
ITM10334,Pharma,189,35,4,6,40.25,9.53,0.27,L1,C,53,4.18,162.98,0.58,2,0.84,886,9.56,0.31,2024-11-29,250.03,0.659,1,66.0,53.0,4,3,151392.36000000002,4,434,Tier 1 (Critical),2.33,264.0
ITM10335,Apparel,206,94,13,4,20.46,8.5,0.4,L50,A,18,3.8,67.27,1.21,3,0.84,648,1.17,0.27,2024-10-31,50.45,0.457,50,22.0,45.0,4,1,53531.16,2,412,Tier 4 (Low Priority),1.28,93.0
ITM10336,Electronics,194,34,11,3,11.4,4.19,0.2,L34,D,87,1.37,199.6,1.64,9,0.94,569,2.01,0.44,2024-03-10,207.56,0.359,34,86.0,38.0,1,1,123896.73,4,114,Tier 2 (High Value),1.96,42.0
ITM10337,Pharma,241,74,12,3,45.65,6.57,0.64,L59,C,88,1.75,154.09,1.58,1,0.76,436,4.29,0.28,2024-06-02,98.2,0.487,59,65.0,18.0,2,1,79369.64000000001,3,213,Tier 4 (Low Priority),1.28,145.0
ITM10338,Automotive,252,15,10,7,46.72,9.46,0.82,L37,D,95,4.75,124.22,0.44,8,0.75,980,7.88,0.41,2024-06-13,282.32,0.533,37,89.0,45.0,2,2,129717.0,4,224,Tier 2 (High Value),1.96,346.0
ITM10339,Pharma,181,32,10,2,25.38,2.51,0.65,L55,B,24,0.89,196.89,0.2,3,0.9,419,6.79,0.64,2024-11-04,146.42,0.719,55,44.0,15.0,4,2,83955.81999999999,3,423,Tier 4 (Low Priority),1.28,54.0
ITM10340,Electronics,440,73,6,9,1.32,1.06,0.26,L90,C,15,2.96,70.1,1.72,9,0.82,597,14.71,0.65,2024-12-21,190.5,0.538,90,64.0,24.0,4,4,66320.82,3,443,Tier 1 (Critical),2.33,14.0
ITM10341,Pharma,153,96,7,6,6.38,5.61,0.59,L94,D,10,2.85,41.47,0.24,2,0.91,812,14.24,0.33,2024-04-12,198.53,0.774,94,85.0,13.0,2,4,37089.439999999995,2,242,Tier 3 (High Volume),1.65,48.0
ITM10342,Groceries,410,52,6,3,29.08,1.85,0.85,L72,D,29,3.77,150.08,0.85,9,0.78,661,6.5,0.35,2024-09-02,36.39,0.448,72,80.0,20.0,3,2,112149.85,4,324,Tier 2 (High Value),1.96,91.0
ITM10343,Pharma,499,32,11,6,2.17,2.28,0.37,L85,B,173,1.68,62.84,0.28,6,0.8,128,12.12,0.88,2024-06-09,257.14,0.75,85,40.0,7.0,2,4,12450.160000000002,1,241,Tier 3 (High Volume),1.65,17.0
ITM10344,Apparel,243,39,4,2,20.45,8.97,0.85,L92,B,139,4.71,192.6,1.17,8,0.97,847,9.91,0.33,2024-03-31,57.63,0.515,92,44.0,6.0,1,3,175650.86999999997,4,134,Tier 1 (Critical),2.33,62.0
ITM10345,Apparel,172,86,13,7,15.87,0.57,0.81,L63,D,79,2.35,197.73,0.79,1,0.83,832,4.4,0.24,2024-07-22,125.25,0.574,63,85.0,17.0,3,1,170542.96,4,314,Tier 2 (High Value),1.96,112.0
ITM10346,Groceries,52,27,10,6,36.0,8.26,0.12,L20,D,11,1.79,186.02,0.48,5,0.88,270,14.04,0.4,2024-06-12,205.04,0.695,20,88.0,45.0,2,4,51457.50000000001,2,242,Tier 3 (High Volume),1.65,230.0
ITM10347,Electronics,74,96,4,8,3.72,5.41,0.32,L25,A,140,2.02,189.5,1.23,4,0.73,757,4.63,0.66,2024-05-29,26.01,0.537,25,25.0,47.0,2,2,147711.24000000002,4,224,Tier 2 (High Value),1.96,40.0
ITM10348,Apparel,461,88,3,2,24.95,5.81,0.59,L38,D,16,2.07,126.97,0.79,0,0.75,787,13.18,0.21,2024-12-21,178.32,0.689,38,87.0,35.0,4,4,112480.18,4,444,Tier 1 (Critical),2.33,63.0
ITM10349,Automotive,26,30,12,2,29.38,6.88,0.75,L28,D,93,1.4,141.5,0.42,6,0.71,648,9.93,0.99,2024-11-20,128.88,0.71,28,80.0,41.0,4,3,92926.8,4,434,Tier 1 (Critical),2.33,75.0
ITM10350,Apparel,263,66,5,9,31.25,4.6,0.89,L8,A,178,4.68,27.91,1.43,0,0.83,619,9.7,0.38,2024-09-08,28.52,0.628,8,23.0,46.0,3,3,31455.909999999996,2,332,Tier 4 (Low Priority),1.28,287.0
ITM10351,Apparel,332,32,11,5,20.85,1.6,0.68,L75,A,63,1.29,154.98,1.69,9,1.0,461,12.74,0.39,2024-10-21,220.65,0.499,75,26.0,9.0,4,4,88872.87,3,443,Tier 1 (Critical),2.33,108.0
ITM10352,Electronics,145,54,14,7,15.91,1.48,0.44,L95,D,50,4.47,48.39,0.62,8,0.96,528,7.92,0.79,2024-05-04,155.39,0.634,95,88.0,24.0,2,2,30607.08,2,222,Tier 4 (Low Priority),1.28,113.0
ITM10353,Pharma,31,53,5,7,34.44,7.67,0.27,L70,A,124,2.32,169.66,0.45,3,0.89,731,12.95,0.4,2024-06-15,98.0,0.726,70,29.0,17.0,2,4,126135.87999999999,4,244,Tier 1 (Critical),2.33,259.0
ITM10354,Apparel,35,91,11,9,42.53,2.6,0.78,L8,C,142,1.71,192.69,0.24,7,0.96,146,8.7,0.52,2024-07-11,34.46,0.648,8,69.0,54.0,3,3,28634.399999999998,1,331,Tier 4 (Low Priority),1.28,386.0
ITM10355,Groceries,227,97,9,8,34.99,0.77,0.29,L96,B,111,1.39,50.35,1.1,0,0.88,707,14.79,0.64,2024-05-23,168.77,0.791,96,44.0,23.0,2,4,44071.18000000001,2,242,Tier 3 (High Volume),1.65,281.0
ITM10356,Pharma,62,56,12,6,46.67,9.81,0.73,L41,C,91,2.77,24.83,1.68,4,0.81,950,10.24,0.22,2024-07-20,98.73,0.495,41,67.0,45.0,3,3,29344.8,2,332,Tier 4 (Low Priority),1.28,293.0
ITM10357,Automotive,392,49,3,4,36.15,9.81,0.26,L8,B,72,3.51,101.94,0.58,2,0.75,442,6.24,0.87,2024-07-05,284.54,0.709,8,43.0,40.0,2,2,53429.7,2,222,Tier 4 (Low Priority),1.28,157.0
ITM10358,Electronics,480,60,12,8,38.47,4.09,0.18,L7,B,10,4.54,160.39,0.98,3,0.9,517,11.69,0.61,2024-02-28,181.54,0.7,7,48.0,38.0,1,3,99380.80999999998,4,134,Tier 1 (Critical),2.33,317.0
ITM10359,Automotive,154,51,7,5,9.23,0.74,0.33,L75,D,34,3.44,156.42,0.41,3,0.76,919,8.14,0.45,2024-10-15,92.67,0.65,75,81.0,18.0,4,2,148805.53999999998,4,424,Tier 2 (High Value),1.96,48.0
ITM10360,Pharma,247,16,11,7,21.56,7.41,0.36,L62,B,152,2.68,142.4,0.87,7,0.83,420,12.28,0.52,2024-04-12,163.3,0.607,62,47.0,21.0,2,4,67380.3,3,243,Tier 1 (Critical),2.33,168.0
ITM10361,Pharma,130,59,14,2,24.77,8.39,0.68,L65,C,154,0.65,165.93,0.13,9,0.95,442,12.67,0.24,2024-10-30,166.45,0.614,65,69.0,15.0,4,4,74135.36,3,443,Tier 1 (Critical),2.33,69.0
ITM10362,Pharma,326,57,5,7,13.56,1.69,0.24,L68,D,158,4.62,43.25,1.83,9,0.74,67,9.64,0.77,2024-10-06,220.76,0.468,68,83.0,11.0,3,3,21104.690000000002,1,331,Tier 4 (Low Priority),1.28,97.0
ITM10363,Automotive,476,93,11,8,26.9,1.79,0.94,L21,A,64,4.56,133.87,1.39,2,0.74,233,13.21,0.63,2024-04-02,271.64,0.671,21,27.0,43.0,1,4,52103.39,2,142,Tier 3 (High Volume),1.65,218.0
ITM10364,Pharma,179,15,7,4,15.25,8.31,0.6,L8,C,116,2.2,125.08,0.73,0,0.77,192,6.65,0.93,2024-12-15,289.15,0.756,8,65.0,37.0,4,2,28357.86,1,421,Tier 4 (Low Priority),1.28,72.0
ITM10365,Automotive,350,18,11,3,34.69,9.26,0.54,L66,D,147,0.63,39.15,1.77,4,0.87,512,1.8,0.57,2024-10-08,218.19,0.455,66,88.0,5.0,4,1,38952.36,2,412,Tier 4 (Low Priority),1.28,116.0
ITM10366,Pharma,283,66,12,3,24.04,8.01,0.49,L11,B,74,3.8,88.74,0.45,1,0.78,556,10.28,0.86,2024-01-14,168.31,0.8,11,41.0,39.0,1,3,55272.74,3,133,Tier 1 (Critical),2.33,91.0
ITM10367,Groceries,244,40,8,9,23.48,2.41,0.61,L24,C,46,4.06,171.98,0.25,5,0.85,383,11.7,0.35,2024-08-24,75.23,0.671,24,62.0,48.0,3,4,69253.31999999999,3,343,Tier 1 (Critical),2.33,217.0
ITM10368,Pharma,490,30,11,7,49.2,4.41,0.12,L9,B,121,2.94,194.64,1.89,3,0.79,111,2.02,0.25,2024-12-28,126.88,0.386,9,49.0,39.0,4,1,49714.37999999999,2,412,Tier 4 (Low Priority),1.28,350.0
ITM10369,Automotive,236,99,9,7,20.23,6.21,0.99,L77,D,16,2.31,136.43,0.69,8,0.85,212,11.79,0.96,2024-04-17,151.75,0.69,77,81.0,23.0,2,4,34298.08,2,242,Tier 3 (High Volume),1.65,152.0
ITM10370,Apparel,475,49,9,5,18.75,2.02,0.6,L9,D,85,4.33,185.17,1.88,6,0.78,601,9.95,0.41,2024-08-12,47.23,0.463,9,86.0,37.0,3,3,140679.5,4,334,Tier 1 (Critical),2.33,98.0
ITM10371,Pharma,64,54,10,7,16.61,2.5,0.13,L87,A,49,1.37,35.09,1.31,1,0.99,228,2.63,0.87,2024-05-29,84.36,0.656,87,22.0,14.0,2,1,10828.080000000002,1,211,Tier 4 (Low Priority),1.28,119.0
ITM10372,Apparel,233,86,9,4,44.84,3.19,0.63,L31,A,10,2.48,195.26,1.96,6,0.85,284,8.56,0.41,2024-12-20,295.49,0.45,31,21.0,38.0,4,3,69858.56,3,433,Tier 1 (Critical),2.33,187.0
ITM10373,Groceries,78,58,14,7,25.34,5.34,0.49,L52,C,157,0.61,16.37,1.53,9,0.92,941,2.52,0.32,2024-02-05,229.44,0.349,52,66.0,5.0,1,1,19558.38,1,111,Tier 4 (Low Priority),1.28,184.0
ITM10374,Electronics,151,96,11,6,30.4,5.35,0.12,L16,A,117,1.24,110.18,0.3,7,0.91,109,5.5,0.79,2024-07-28,149.78,0.643,16,25.0,53.0,3,2,13503.78,1,321,Tier 4 (Low Priority),1.28,189.0
ITM10375,Groceries,123,29,13,8,9.86,8.24,0.93,L73,B,168,4.73,65.29,1.72,2,0.85,277,12.26,0.82,2024-12-10,75.55,0.685,73,47.0,18.0,4,4,25742.34,1,441,Tier 3 (High Volume),1.65,92.0
ITM10376,Pharma,214,26,11,9,27.51,7.65,0.11,L32,B,77,3.1,164.64,0.38,2,0.77,288,2.41,0.87,2024-09-12,176.3,0.682,32,44.0,36.0,3,1,50748.719999999994,2,312,Tier 4 (Low Priority),1.28,257.0
ITM10377,Apparel,432,37,8,4,14.46,9.18,0.62,L75,A,21,4.13,51.33,1.42,1,0.85,617,7.43,0.89,2024-03-12,77.24,0.685,75,28.0,10.0,1,2,52622.02,2,122,Tier 4 (Low Priority),1.28,70.0
ITM10378,Apparel,176,50,9,5,36.8,8.41,0.97,L77,A,159,2.69,12.19,1.05,0,0.9,795,9.48,0.59,2024-11-20,66.0,0.719,77,20.0,9.0,4,3,17373.6,1,431,Tier 4 (Low Priority),1.28,195.0
ITM10379,Automotive,117,75,4,6,41.79,2.91,0.31,L6,A,138,4.26,88.78,1.44,2,0.84,133,14.17,0.52,2024-06-04,37.19,0.677,6,21.0,43.0,2,4,17428.72,1,241,Tier 3 (High Volume),1.65,256.0
ITM10380,Apparel,245,34,11,6,36.03,3.65,0.33,L80,C,135,2.93,22.18,1.55,9,0.72,764,11.32,0.8,2024-05-03,110.3,0.52,80,64.0,9.0,2,3,30576.54,2,232,Tier 4 (Low Priority),1.28,221.0
ITM10381,Automotive,431,67,14,8,36.78,5.25,0.1,L11,C,10,0.52,65.12,1.63,6,0.71,90,2.95,0.66,2024-05-09,167.1,0.43,11,66.0,54.0,2,1,26983.5,1,211,Tier 4 (Low Priority),1.28,301.0
ITM10382,Electronics,224,50,3,3,26.11,0.64,0.16,L54,B,140,4.55,132.31,1.69,8,0.8,487,14.56,0.97,2024-12-03,56.21,0.619,54,47.0,18.0,4,4,78007.62000000001,3,443,Tier 1 (Critical),2.33,80.0
ITM10383,Pharma,98,15,3,4,35.89,9.09,0.14,L85,C,126,1.17,65.99,1.71,8,0.75,578,7.69,0.5,2024-03-19,68.13,0.422,85,63.0,14.0,1,2,43845.88,2,122,Tier 4 (Low Priority),1.28,155.0
ITM10384,Automotive,143,84,5,8,21.71,0.92,0.84,L75,C,158,2.53,56.7,0.88,5,0.97,154,6.18,0.23,2024-08-04,123.43,0.534,75,63.0,18.0,3,2,12896.620000000003,1,321,Tier 4 (Low Priority),1.28,175.0
ITM10385,Electronics,490,47,14,6,32.92,3.56,0.85,L73,D,22,2.65,39.54,1.79,5,0.75,586,2.8,0.67,2024-07-12,151.96,0.442,73,81.0,23.0,3,1,51036.34,2,312,Tier 4 (Low Priority),1.28,202.0
ITM10386,Apparel,447,15,8,5,13.69,5.91,0.75,L67,B,150,0.71,35.68,1.47,4,0.82,431,14.07,0.48,2024-02-07,231.06,0.621,67,41.0,11.0,1,4,35396.79,2,142,Tier 3 (High Volume),1.65,78.0
ITM10387,Apparel,237,54,7,8,4.42,5.42,0.42,L41,B,114,0.74,109.91,1.69,1,0.91,142,9.21,0.47,2024-08-17,174.32,0.61,41,46.0,46.0,3,3,27728.199999999997,1,331,Tier 4 (Low Priority),1.28,42.0
ITM10388,Electronics,23,84,4,3,21.26,6.72,0.84,L34,A,170,3.93,139.49,1.98,6,0.94,264,14.83,0.65,2024-11-02,189.13,0.598,34,22.0,47.0,4,4,39229.079999999994,2,442,Tier 3 (High Volume),1.65,75.0
ITM10389,Apparel,109,23,11,6,23.63,5.51,0.59,L27,D,143,1.85,96.02,0.32,0,0.84,954,3.43,0.94,2024-09-02,211.9,0.77,27,87.0,49.0,3,1,94414.37999999999,4,314,Tier 2 (High Value),1.96,153.0
ITM10390,Electronics,123,75,12,8,13.56,2.68,0.37,L86,A,34,2.34,33.48,0.8,5,0.75,745,8.64,0.41,2024-10-25,140.79,0.567,86,25.0,24.0,4,3,29637.899999999998,2,432,Tier 4 (Low Priority),1.28,112.0
ITM10391,Automotive,412,49,6,4,36.66,2.41,0.49,L92,C,160,3.04,133.07,1.63,3,0.78,266,2.54,0.5,2024-07-24,109.51,0.467,92,64.0,5.0,3,1,56352.06,3,313,Tier 4 (Low Priority),1.28,150.0
ITM10392,Automotive,138,12,6,3,4.6,9.12,0.16,L41,B,97,2.18,115.85,0.26,2,0.83,538,8.34,0.91,2024-09-30,242.12,0.793,41,42.0,47.0,3,3,64576.54,3,333,Tier 1 (Critical),2.33,35.0
ITM10393,Electronics,152,33,7,4,11.91,3.01,0.95,L31,C,110,3.99,82.44,1.13,0,0.81,200,13.46,0.92,2024-09-16,250.21,0.812,31,66.0,39.0,3,4,22438.8,1,341,Tier 3 (High Volume),1.65,53.0
ITM10394,Automotive,331,28,10,4,37.68,3.17,0.66,L34,C,35,4.48,72.71,1.73,5,0.8,423,2.53,0.39,2024-12-20,54.65,0.399,34,61.0,54.0,4,1,49830.270000000004,2,412,Tier 4 (Low Priority),1.28,155.0
ITM10395,Automotive,115,27,12,4,22.42,4.42,0.76,L51,D,141,0.77,44.8,0.14,6,0.74,819,4.78,0.77,2024-08-02,286.48,0.632,51,88.0,13.0,3,2,37804.829999999994,2,322,Tier 4 (Low Priority),1.28,95.0
ITM10396,Automotive,487,73,6,8,35.56,1.82,0.71,L17,D,111,3.36,37.8,1.89,0,0.97,862,10.55,0.53,2024-10-05,279.68,0.652,17,83.0,47.0,3,3,63092.81999999999,3,333,Tier 1 (Critical),2.33,289.0
ITM10397,Groceries,453,97,7,3,28.81,5.32,0.7,L86,B,172,1.93,74.37,1.96,0,0.71,680,2.07,0.95,2024-01-19,262.55,0.564,86,43.0,19.0,1,1,78520.40000000001,3,113,Tier 4 (Low Priority),1.28,93.0
ITM10398,Pharma,350,44,14,8,47.58,6.82,0.12,L83,B,109,3.12,17.91,0.71,6,0.83,498,7.36,0.79,2024-07-03,132.57,0.631,83,40.0,7.0,2,2,17927.940000000002,1,221,Tier 4 (Low Priority),1.28,389.0
ITM10399,Apparel,162,71,6,8,30.29,7.97,0.57,L39,D,34,2.68,92.96,1.56,5,0.99,471,5.66,0.6,2024-12-25,254.23,0.537,39,86.0,46.0,4,2,52628.03999999999,2,422,Tier 4 (Low Priority),1.28,253.0
ITM10400,Groceries,307,10,8,8,1.73,7.26,0.84,L59,D,157,2.0,124.3,0.34,6,0.9,695,12.73,0.85,2024-10-01,192.14,0.766,59,86.0,6.0,3,4,90909.9,4,344,Tier 1 (Critical),2.33,31.0
ITM10401,Automotive,47,34,14,6,18.29,1.9,0.14,L41,D,10,0.93,188.91,1.57,7,0.81,993,1.69,1.0,2024-10-31,69.56,0.488,41,85.0,37.0,4,1,190724.82,4,414,Tier 2 (High Value),1.96,113.0
ITM10402,Electronics,297,54,5,7,8.01,4.83,0.96,L97,D,103,3.02,128.91,1.01,7,0.74,989,13.09,0.56,2024-11-22,234.72,0.594,97,83.0,6.0,4,4,139477.87,4,444,Tier 1 (Critical),2.33,67.0
ITM10403,Automotive,252,58,10,2,46.31,0.87,0.48,L10,B,77,1.01,128.57,1.73,8,0.99,256,10.85,0.5,2024-02-13,127.77,0.51,10,47.0,40.0,1,3,46251.28,2,132,Tier 4 (Low Priority),1.28,94.0
ITM10404,Pharma,36,98,8,6,6.1,0.67,0.36,L2,B,32,1.2,81.14,0.5,8,0.7,824,5.16,0.69,2024-02-25,94.73,0.537,2,45.0,49.0,1,2,68388.16,3,123,Tier 4 (Low Priority),1.28,37.0
ITM10405,Automotive,78,25,12,3,20.0,4.68,0.58,L59,C,115,4.92,35.33,1.38,6,0.9,883,3.77,0.75,2024-05-07,264.7,0.522,59,61.0,10.0,2,1,38769.95,2,212,Tier 4 (Low Priority),1.28,66.0
ITM10406,Electronics,109,28,7,2,12.08,2.9,0.82,L80,C,159,1.93,94.92,1.59,8,0.96,751,14.3,0.76,2024-12-02,260.06,0.616,80,69.0,12.0,4,4,77933.65,3,443,Tier 1 (Critical),2.33,31.0
ITM10407,Pharma,218,32,4,2,42.49,6.99,0.53,L73,C,104,3.13,123.75,0.48,5,0.71,719,8.75,0.58,2024-12-06,260.67,0.627,73,64.0,15.0,4,3,94365.92,4,434,Tier 1 (Critical),2.33,101.0
ITM10408,Automotive,381,92,12,2,16.12,7.38,0.68,L13,B,71,1.73,147.57,1.65,8,0.92,526,5.83,0.47,2024-06-30,259.26,0.431,13,47.0,48.0,2,2,97391.29999999999,4,224,Tier 2 (High Value),1.96,47.0
ITM10409,Pharma,460,34,12,7,49.6,9.01,0.55,L10,A,138,4.39,166.96,1.92,1,1.0,637,1.62,0.86,2024-03-26,170.73,0.582,10,23.0,48.0,1,1,135645.94999999998,4,114,Tier 2 (High Value),1.96,365.0
ITM10410,Apparel,45,25,9,8,2.89,7.73,0.67,L69,C,77,1.78,58.63,1.27,1,0.89,613,3.32,0.97,2024-11-27,188.91,0.669,69,61.0,14.0,4,1,38745.83,2,412,Tier 4 (Low Priority),1.28,33.0
ITM10411,Apparel,44,63,4,9,7.29,0.96,0.22,L28,A,156,2.15,55.83,1.59,5,0.82,275,9.37,0.89,2024-11-09,285.17,0.608,28,20.0,49.0,4,3,18043.3,1,431,Tier 4 (Low Priority),1.28,67.0
ITM10412,Automotive,413,82,3,5,12.01,4.03,0.13,L65,A,39,3.24,117.41,1.11,2,0.96,655,8.18,0.75,2024-01-23,47.51,0.7,65,29.0,24.0,1,3,92778.65,4,134,Tier 1 (Critical),2.33,69.0
ITM10413,Pharma,320,10,9,3,40.74,3.09,0.22,L34,A,138,4.41,117.54,1.24,1,0.87,853,11.61,0.49,2024-10-15,243.82,0.683,34,22.0,41.0,4,3,115927.35,4,434,Tier 1 (Critical),2.33,129.0
ITM10414,Electronics,358,51,7,9,44.05,4.17,0.36,L17,D,57,4.17,51.41,0.13,7,0.92,852,12.69,0.7,2024-11-26,162.62,0.74,17,83.0,48.0,4,4,48750.36,2,442,Tier 3 (High Volume),1.65,403.0
ITM10415,Automotive,286,28,3,7,4.5,2.02,0.33,L45,B,28,1.69,121.62,1.1,6,0.88,883,6.56,0.28,2024-12-12,293.74,0.489,45,41.0,36.0,4,2,118320.73000000001,4,424,Tier 2 (High Value),1.96,35.0
ITM10416,Apparel,480,43,6,7,2.59,1.43,0.65,L9,B,136,4.23,75.72,1.19,7,0.71,739,2.41,0.63,2024-11-27,195.37,0.441,9,47.0,51.0,4,1,76219.05,3,413,Tier 4 (Low Priority),1.28,20.0
ITM10417,Apparel,200,89,14,5,37.48,5.45,0.51,L32,C,159,3.66,131.47,1.37,5,0.76,436,12.08,0.82,2024-07-23,57.14,0.64,32,68.0,52.0,3,4,67136.68,3,343,Tier 1 (Critical),2.33,200.0
ITM10418,Automotive,475,64,6,2,7.53,7.34,0.13,L48,C,59,4.95,65.3,0.42,8,0.72,155,8.75,0.4,2024-06-18,246.49,0.539,48,65.0,42.0,2,3,16873.75,1,231,Tier 4 (Low Priority),1.28,24.0
ITM10419,Pharma,379,27,12,8,7.52,7.17,0.13,L37,B,143,4.71,122.54,0.56,8,0.73,125,14.72,0.6,2024-08-08,205.07,0.646,37,45.0,49.0,3,4,22273.45,1,341,Tier 3 (High Volume),1.65,72.0
ITM10420,Apparel,87,43,9,5,2.1,4.78,0.18,L21,D,158,2.9,155.98,1.54,1,0.7,565,12.15,0.26,2024-02-24,53.19,0.58,21,81.0,53.0,1,4,93786.59999999999,4,144,Tier 1 (Critical),2.33,22.0
ITM10421,Pharma,370,98,11,9,3.44,5.46,0.42,L57,B,156,3.87,196.23,0.42,9,0.83,872,5.61,0.87,2024-01-06,12.61,0.593,57,44.0,23.0,1,2,179149.2,4,124,Tier 2 (High Value),1.96,42.0
ITM10422,Apparel,431,54,4,9,13.92,5.41,0.11,L70,A,174,3.07,183.1,0.89,4,0.75,997,7.0,0.48,2024-02-20,167.66,0.57,70,23.0,5.0,1,2,197119.19,4,124,Tier 2 (High Value),1.96,136.0
ITM10423,Apparel,478,15,14,5,4.19,7.07,0.54,L91,B,72,3.18,105.67,0.58,8,0.96,236,4.3,0.67,2024-05-12,80.03,0.565,91,40.0,15.0,2,1,34005.8,2,212,Tier 4 (Low Priority),1.28,30.0
ITM10424,Groceries,340,30,3,7,19.08,0.96,0.42,L39,D,166,0.96,102.79,1.14,2,0.93,581,8.17,0.5,2024-04-23,261.5,0.641,39,85.0,50.0,2,3,71906.75,3,233,Tier 1 (Critical),2.33,136.0
ITM10425,Apparel,68,79,4,3,41.81,7.24,0.6,L79,B,171,0.51,93.16,1.98,4,0.87,324,10.95,0.68,2024-09-18,82.77,0.578,79,42.0,18.0,3,3,34388.28,2,332,Tier 4 (Low Priority),1.28,135.0
ITM10426,Electronics,194,57,9,4,16.99,6.03,0.75,L84,B,138,0.72,15.27,1.72,7,0.85,697,9.57,0.8,2024-09-22,202.23,0.546,84,45.0,16.0,3,3,21155.43,1,331,Tier 4 (Low Priority),1.28,76.0
ITM10427,Automotive,71,48,12,8,36.66,2.38,0.33,L68,B,57,4.85,41.53,0.61,1,0.78,588,5.79,0.46,2024-10-12,110.09,0.644,68,43.0,24.0,4,2,28570.739999999998,1,421,Tier 4 (Low Priority),1.28,296.0
